,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,hotel_encoded,country_encoded,deposit_encoded,room_type_mismatch,reserved_room_type_encoded,assigned_room_type_encoded,customer_type_encoded,arrival_date_month_encode,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined
51,0,93,2015,27,2,3,8,2,0,0,0,0,0,56.01,0,0,1,76,0,0,0,0,0,5,False,False,True,False
52,0,76,2015,27,2,4,10,2,0,0,0,0,0,110.7,0,0,1,127,0,0,3,3,0,5,False,False,True,False
53,0,3,2015,27,2,0,1,2,0,0,0,0,0,88.2,1,0,1,51,0,1,0,2,2,5,False,False,True,False
54,0,1,2015,27,2,0,1,2,0,0,0,0,0,147.0,1,0,1,6,0,0,7,7,2,5,False,False,True,False
55,0,1,2015,27,2,0,1,2,0,0,0,0,0,107.0,1,2,1,51,0,0,2,2,2,5,True,False,False,False
56,0,0,2015,27,2,0,1,2,0,0,0,0,0,147.0,0,0,1,135,0,0,7,7,2,5,True,False,False,False
57,0,0,2015,27,2,0,1,2,0,0,0,0,0,117.9,0,2,1,135,0,1,0,3,2,5,False,False,True,False
58,0,0,2015,27,2,0,1,2,0,0,0,0,0,123.0,0,0,1,135,0,0,6,6,2,5,True,False,False,False
59,0,14,2015,27,2,0,2,2,0,0,0,0,0,98.0,0,1,1,169,0,1,0,2,2,5,False,False,True,False
60,0,10,2015,27,2,0,2,2,0,0,0,0,0,117.81,0,0,1,135,0,0,6,6,2,5,False,False,True,False
61,0,5,2015,27,2,0,2,2,0,0,0,0,0,135.0,1,2,1,76,0,0,4,4,2,5,False,False,True,False
62,0,17,2015,27,2,0,3,2,0,0,0,0,0,133.0,0,1,1,51,0,0,5,5,2,5,True,False,False,False
63,0,93,2015,27,2,0,3,2,0,0,0,0,0,58.95,0,0,1,76,0,1,0,2,0,5,False,False,True,False
64,1,3,2015,27,2,0,3,2,0,0,0,0,0,136.33,0,2,1,135,0,0,0,0,2,5,False,False,True,False
65,0,10,2015,27,3,0,2,2,0,0,0,0,0,153.0,1,0,1,169,0,1,6,7,2,5,False,False,True,False
66,0,3,2015,27,3,0,2,2,0,0,0,0,0,110.5,0,0,1,51,0,1,0,2,2,5,False,False,True,False
67,0,51,2015,27,3,0,2,2,0,0,0,0,0,97.0,0,0,1,133,0,0,3,3,2,5,False,False,True,False
68,1,71,2015,27,3,0,2,3,0,0,0,0,0,110.3,0,2,1,135,0,0,0,0,2,5,False,False,True,False
69,1,63,2015,27,3,0,2,2,0,0,0,0,0,82.0,0,2,1,135,0,0,0,0,2,5,False,False,True,False
70,1,62,2015,27,3,0,2,2,0,0,0,0,0,97.0,0,1,1,135,0,0,3,3,2,5,False,False,True,False
71,1,101,2015,27,3,0,2,2,0,0,0,0,0,73.8,0,1,1,135,0,0,0,0,2,5,False,False,True,False
72,0,2,2015,27,3,0,2,2,0,0,0,0,0,91.5,0,0,1,135,0,0,0,0,2,5,False,False,True,False
73,0,15,2015,27,3,0,2,2,0,0,0,0,0,114.5,0,0,1,51,0,0,0,0,2,5,False,False,True,False
74,1,51,2015,27,3,0,2,3,0,0,0,0,0,110.3,0,0,1,135,0,0,0,0,2,5,False,False,True,False
75,0,3,2015,27,3,1,2,2,0,0,0,0,0,90.9,1,0,1,51,0,0,0,0,2,5,False,False,True,False
76,1,48,2015,27,3,1,2,2,0,0,0,0,0,123.0,0,0,1,135,0,0,4,4,2,5,False,False,True,False
77,0,2,2015,27,3,2,2,1,0,0,0,0,0,122.0,0,0,1,135,0,0,0,0,2,5,False,False,True,False
78,0,72,2015,27,3,2,2,2,0,0,0,0,0,110.7,1,0,1,43,0,0,0,0,2,5,False,False,True,False
79,0,81,2015,27,3,2,6,3,0,0,0,0,0,85.86,0,0,1,135,0,0,3,3,2,5,False,False,True,False
80,0,99,2015,27,3,2,7,2,0,0,0,0,0,58.95,0,0,1,56,0,0,0,0,0,5,False,False,True,False
81,1,368,2015,27,3,3,7,2,0,0,0,0,0,55.68,0,0,1,135,0,0,0,0,0,5,False,False,True,False
82,0,364,2015,27,3,3,7,2,0,0,0,0,0,55.68,0,0,1,59,0,0,0,0,0,5,False,False,True,False
83,1,81,2015,27,3,3,7,2,0,0,0,2,0,124.0,0,1,1,135,0,0,0,0,2,5,True,False,False,False
84,0,99,2015,27,3,3,7,2,0,0,0,0,0,111.15,0,0,1,59,0,0,4,4,0,5,False,False,True,False
85,0,324,2015,27,3,4,10,2,0,0,0,0,0,134.73,0,0,1,59,0,0,4,4,0,5,False,False,True,False
86,0,69,2015,27,3,4,10,2,0,0,0,1,0,92.45,0,1,1,59,0,0,5,5,2,5,False,False,True,False
87,1,79,2015,27,3,6,15,2,0,0,0,0,0,108.73,0,2,1,135,0,0,0,0,2,5,False,False,True,False
88,0,12,2015,27,3,0,1,2,0,0,0,0,0,73.8,0,0,1,59,0,1,0,2,2,5,False,False,True,False
89,0,9,2015,27,3,0,1,2,0,0,0,0,0,98.0,1,2,1,135,0,1,0,2,2,5,False,False,True,False
90,0,1,2015,27,3,0,1,2,0,0,0,0,0,131.0,0,1,1,51,0,1,0,2,2,5,False,False,True,False
91,0,21,2015,27,3,0,1,2,0,0,0,0,0,123.0,0,0,1,135,0,0,4,4,2,5,False,False,True,False
92,0,9,2015,27,3,0,1,2,0,0,0,0,0,94.71,0,0,1,169,0,0,2,2,2,5,False,False,True,False
93,0,109,2015,27,3,0,1,2,0,0,0,0,0,123.0,0,2,1,15,0,0,0,0,2,5,False,False,True,False
94,1,109,2015,27,3,0,2,2,0,0,0,0,0,123.0,0,1,1,135,0,0,0,0,2,5,False,False,True,False
95,1,72,2015,27,3,0,2,2,0,0,0,0,0,73.8,0,1,1,135,0,0,0,0,2,5,False,False,True,False
96,1,63,2015,27,3,2,5,2,0,0,0,0,0,117.0,0,1,1,135,0,0,5,5,2,5,False,False,True,False
97,0,63,2015,27,3,2,5,3,0,0,0,0,0,196.54,0,1,1,51,0,0,4,4,2,5,False,False,True,False
98,0,101,2015,27,3,2,5,2,0,0,0,0,0,99.3,1,2,1,135,0,0,3,3,2,5,False,False,True,False
99,0,102,2015,27,3,2,5,2,0,0,0,0,0,90.95,0,0,1,43,0,0,4,4,2,5,True,False,False,False
100,0,4,2015,27,4,2,1,2,0,0,0,0,0,92.67,0,1,1,51,0,1,0,2,2,5,True,False,False,False
101,0,98,2015,27,4,2,1,2,0,0,0,0,0,71.55,1,0,1,56,0,0,3,3,2,5,False,False,True,False
102,0,92,2015,27,4,2,4,1,0,0,0,0,0,96.49,0,2,1,56,0,0,5,5,2,5,False,False,True,False
103,0,95,2015,27,4,2,4,2,0,0,0,0,0,85.8,1,2,1,135,0,1,0,2,2,5,False,False,True,False
104,0,102,2015,27,4,2,5,2,0,0,0,0,0,96.3,0,1,1,135,0,0,4,4,2,5,False,False,True,False
105,1,26,2015,27,4,2,5,2,0,0,0,0,0,163.0,0,0,1,135,0,0,7,7,2,5,False,False,True,False
106,1,73,2015,27,4,2,5,3,0,0,0,0,0,172.0,0,1,1,135,0,0,3,3,2,5,True,False,False,False
107,1,102,2015,27,4,2,5,2,0,0,0,0,0,110.7,0,1,1,135,0,0,0,0,2,5,False,False,True,False
108,0,115,2015,27,4,2,5,2,0,0,0,0,0,58.95,0,1,1,135,0,0,0,0,2,5,False,False,True,False
109,0,102,2015,27,4,2,5,2,0,0,0,0,0,73.8,0,2,1,135,0,0,0,0,2,5,False,False,True,False
110,0,86,2015,27,4,2,5,2,0,0,0,0,0,97.0,0,2,1,29,0,0,3,3,2,5,False,False,True,False
111,0,78,2015,27,4,2,5,2,0,0,0,0,0,139.0,0,2,1,135,0,1,4,5,2,5,False,False,True,False
112,0,52,2015,27,4,2,5,2,0,0,0,0,0,67.24,0,0,1,59,0,0,0,0,2,5,False,False,True,False
113,0,29,2015,27,4,2,6,3,0,0,0,0,0,116.5,0,1,1,135,0,0,4,4,2,5,False,False,True,False
114,1,101,2015,27,4,2,6,2,0,0,0,0,0,96.3,0,1,1,135,0,0,4,4,2,5,False,False,True,False
115,0,109,2015,27,4,2,6,2,0,0,0,0,0,123.0,0,1,1,135,0,0,0,0,2,5,False,False,True,False
116,0,92,2015,27,4,4,6,2,0,0,0,0,0,71.55,0,1,1,59,0,0,3,3,0,5,False,False,True,False
117,0,92,2015,27,4,4,6,2,0,0,0,0,0,71.55,0,1,1,135,0,0,3,3,0,5,False,False,True,False
118,0,79,2015,27,4,4,6,2,0,0,0,1,0,149.0,0,1,1,135,0,0,3,3,2,5,True,False,False,False
119,0,2,2015,27,4,0,1,2,0,0,0,1,0,163.0,1,0,1,135,0,1,7,6,2,5,False,False,True,False
120,0,30,2015,27,4,0,1,2,0,0,0,0,0,79.5,0,0,1,135,0,1,3,2,0,5,False,False,True,False
121,1,51,2015,27,4,0,1,1,0,0,0,0,0,105.0,0,0,1,135,0,0,0,0,2,5,False,False,True,False
122,1,36,2015,27,4,0,1,1,0,0,0,1,0,123.0,0,0,1,135,0,1,4,6,2,5,True,False,False,False
123,1,73,2015,27,4,0,1,2,0,0,0,0,0,73.8,0,2,1,135,0,0,0,0,2,5,False,False,True,False
124,1,33,2015,27,4,0,1,2,0,0,0,0,0,113.0,0,0,1,135,0,0,3,3,2,5,False,False,True,False
125,0,32,2015,27,4,0,1,4,0,0,0,2,0,0.0,0,1,1,135,0,0,7,7,2,5,True,False,False,False
126,0,8,2015,27,4,0,1,2,0,0,0,0,0,123.0,0,0,1,51,0,0,4,4,2,5,False,False,True,False
127,0,100,2015,27,4,1,1,2,0,0,0,0,0,73.8,1,1,1,56,0,1,0,2,3,5,False,False,True,False
128,0,1,2015,27,4,1,1,2,0,0,0,0,0,114.5,0,0,1,135,0,0,0,0,2,5,False,False,True,False
129,0,100,2015,27,4,1,1,2,0,0,0,0,0,73.8,0,2,1,56,0,0,0,0,3,5,False,False,True,False
130,0,100,2015,27,4,1,1,2,0,0,0,0,0,73.8,0,1,1,56,0,1,0,2,3,5,False,False,True,False
131,0,9,2015,28,5,1,0,2,0,0,0,0,0,88.2,0,1,1,51,0,1,0,2,2,5,False,False,True,False
132,1,5,2015,28,5,1,0,2,0,0,0,0,0,97.0,0,0,1,135,0,0,3,3,2,5,False,False,True,False
133,0,0,2015,28,5,1,0,2,0,0,0,1,0,85.1,0,0,1,51,0,1,0,2,2,5,False,False,True,False
134,0,9,2015,28,5,1,0,1,0,0,0,0,0,89.0,0,0,1,43,0,0,0,0,2,5,False,False,True,False
135,0,2,2015,28,5,1,0,1,0,0,0,0,0,80.1,0,0,1,135,0,1,0,3,2,5,False,False,True,False
136,0,2,2015,28,5,1,0,2,0,0,0,0,0,98.0,0,0,1,135,0,1,0,4,2,5,False,False,True,False
137,0,9,2015,28,5,1,0,1,0,0,0,0,0,101.0,1,0,1,43,0,0,0,0,2,5,False,False,True,False
138,1,5,2015,28,5,1,0,2,0,0,0,0,0,97.0,0,0,1,135,0,0,3,3,2,5,False,False,True,False
139,0,2,2015,28,5,1,0,2,0,0,0,0,0,167.0,0,1,1,135,0,0,6,6,2,5,True,False,False,False
140,0,44,2015,28,5,2,0,3,0,0,0,3,0,225.0,2,0,1,135,0,0,6,6,2,5,False,False,True,False
141,0,80,2015,28,5,2,0,2,0,0,0,0,0,97.0,1,0,1,56,0,1,3,4,2,5,False,False,True,False
142,0,97,2015,28,5,2,2,2,0,0,0,0,0,87.3,0,2,1,51,0,0,3,3,2,5,False,False,True,False
143,0,109,2015,28,5,2,3,2,0,0,0,0,0,85.59,1,2,1,34,0,1,0,3,2,5,False,False,True,False
144,0,30,2015,28,5,2,3,2,0,0,0,0,0,123.0,0,0,1,51,0,0,4,4,2,5,False,False,True,False
145,0,64,2015,28,5,2,3,2,0,0,0,0,0,107.0,0,0,1,135,0,0,4,4,2,5,False,False,True,False
146,0,39,2015,28,5,2,4,2,0,0,0,0,0,163.0,0,0,1,51,0,0,7,7,2,5,False,False,True,False
147,0,90,2015,28,5,2,4,2,0,0,0,0,0,82.0,0,0,1,135,0,0,0,0,2,5,False,False,True,False
148,1,34,2015,28,5,2,4,2,0,0,0,0,0,163.0,0,0,1,135,0,0,7,7,2,5,False,False,True,False
149,1,93,2015,28,5,2,5,2,0,0,0,0,0,105.5,0,0,1,135,0,0,3,3,2,5,False,False,True,False
150,0,97,2015,28,5,2,5,2,0,0,0,1,0,164.2,1,1,1,135,0,0,2,2,2,5,True,False,False,False
151,0,29,2015,28,5,2,5,2,0,0,0,0,0,97.29,0,1,1,76,0,0,5,5,2,5,False,False,True,False
152,1,101,2015,28,5,2,5,2,0,0,0,0,0,114.0,0,1,1,135,0,0,0,0,2,5,False,False,True,False
153,0,27,2015,28,5,2,5,2,0,0,0,0,0,98.4,0,0,1,51,0,0,4,4,2,5,False,False,True,False
154,0,8,2015,28,5,4,5,2,0,0,0,1,0,175.0,1,1,1,29,0,0,7,7,2,5,False,False,True,False
155,0,82,2015,28,5,4,6,2,0,0,0,0,0,63.6,1,2,1,135,0,0,3,3,2,5,False,False,True,False
156,0,94,2015,28,5,4,6,3,0,0,0,3,0,124.45,1,1,1,135,0,1,3,2,2,5,True,False,False,False
157,0,110,2015,28,5,4,7,2,0,0,0,0,0,110.7,0,0,1,59,0,0,3,3,0,5,False,False,True,False
158,0,96,2015,28,5,4,10,1,0,0,0,0,0,74.07,0,0,1,59,0,0,0,0,0,5,False,False,True,False
159,0,79,2015,28,5,4,10,2,0,0,0,0,0,134.1,0,0,1,59,0,0,3,3,0,5,False,False,True,False
160,0,115,2015,28,6,1,4,2,0,0,0,1,0,167.0,0,0,1,135,0,0,6,6,2,5,False,False,True,False
161,0,111,2015,28,6,1,3,2,0,0,0,0,0,123.0,0,2,1,135,0,1,0,2,2,5,False,False,True,False
162,0,51,2015,28,6,1,3,2,0,0,0,0,0,117.81,1,2,1,169,0,0,6,6,2,5,False,False,True,False
163,0,94,2015,28,6,1,3,3,0,0,0,0,0,171.32,0,1,1,34,0,0,3,3,2,5,False,False,True,False
164,0,81,2015,28,6,1,3,2,0,0,0,0,0,210.0,1,0,1,29,0,0,6,6,2,5,True,False,False,False
165,0,84,2015,28,6,1,3,2,0,0,0,1,0,97.0,0,2,1,135,0,1,3,4,2,5,False,False,True,False
166,0,51,2015,28,6,1,3,3,0,0,0,0,0,117.81,0,2,1,169,0,0,6,6,2,5,False,False,True,False
167,0,111,2015,28,6,0,0,2,0,0,0,0,0,0.0,0,2,1,135,0,1,0,7,2,5,False,False,True,False
168,0,0,2015,28,6,0,0,1,0,0,0,0,0,0.0,0,0,1,135,0,1,4,7,2,5,True,False,False,False
169,0,2,2015,28,6,1,0,2,0,0,0,0,0,131.0,0,0,1,135,0,1,0,4,2,5,True,False,False,False
170,0,7,2015,28,6,1,1,2,0,0,0,0,0,98.0,0,2,1,135,0,1,0,4,2,5,False,False,True,False
171,0,98,2015,28,6,1,1,2,0,0,0,0,0,87.3,1,1,1,169,0,1,3,5,2,5,False,False,True,False
172,0,95,2015,28,6,1,2,2,0,0,0,0,0,97.0,0,1,1,66,0,0,3,3,2,5,False,False,True,False
173,1,48,2015,28,6,1,3,2,0,0,0,0,0,167.0,0,0,1,135,0,0,4,4,2,5,False,False,True,False
174,0,66,2015,28,6,1,3,2,0,0,0,0,0,91.5,0,0,1,135,0,1,0,4,2,5,False,False,True,False
175,0,104,2015,28,6,1,3,2,0,0,0,1,0,73.8,0,1,1,135,0,1,0,2,2,5,False,False,True,False
176,0,28,2015,28,6,1,4,2,0,0,0,0,0,123.0,0,0,1,135,0,0,4,4,2,5,False,False,True,False
177,0,34,2015,28,6,1,4,2,0,0,0,0,0,175.0,1,0,1,135,0,0,5,5,2,5,True,False,False,False
178,0,98,2015,28,6,1,5,2,0,0,0,0,0,117.8,1,1,1,51,0,1,0,2,2,5,False,False,True,False
179,0,104,2015,28,6,1,5,2,0,0,0,1,0,117.63,0,0,1,135,0,0,4,4,2,5,False,False,True,False
180,0,68,2015,28,6,2,5,2,0,0,0,0,0,185.0,0,0,1,135,0,0,6,6,2,5,False,False,True,False
181,1,86,2015,28,6,2,5,1,0,0,0,0,0,71.0,0,1,1,135,0,0,0,0,2,5,False,False,True,False
182,0,258,2015,28,6,2,5,2,0,0,0,0,0,47.25,0,0,1,59,0,0,0,0,0,5,False,False,True,False
183,0,111,2015,28,6,3,5,2,0,0,0,0,0,151.0,0,1,1,135,0,1,0,2,2,5,False,False,True,False
184,1,94,2015,28,6,3,7,2,0,0,0,0,0,87.3,0,0,1,135,0,0,3,3,2,5,False,False,True,False
185,0,112,2015,28,6,3,7,2,0,0,0,0,0,120.6,0,1,1,59,0,0,0,0,2,5,False,False,True,False
186,0,100,2015,28,6,3,7,2,0,0,0,1,0,63.86,0,1,1,59,0,0,3,3,2,5,False,False,True,False
187,0,33,2015,28,6,3,7,2,0,0,0,5,0,157.1,0,1,1,135,0,0,5,5,2,5,True,False,False,False
188,0,97,2015,28,6,3,7,2,0,0,0,0,0,91.37,0,2,1,59,0,0,3,3,0,5,False,False,True,False
189,0,80,2015,28,6,3,8,1,0,0,0,1,0,73.0,0,0,1,56,0,0,0,0,2,5,True,False,False,False
190,0,90,2015,28,6,4,10,2,0,0,0,0,0,110.7,0,0,1,81,0,0,3,3,0,5,False,False,True,False
191,0,111,2015,28,6,4,10,2,0,0,0,0,0,93.6,0,0,1,59,0,0,0,0,0,5,False,False,True,False
192,0,65,2015,28,6,2,5,2,0,0,0,0,0,83.5,0,0,1,135,0,0,3,3,2,5,False,False,True,False
193,1,67,2015,28,7,0,2,2,0,0,0,0,0,73.8,0,1,1,135,0,0,0,0,2,5,False,False,True,False
194,0,55,2015,28,7,0,3,2,0,0,0,0,0,82.0,1,2,1,51,0,0,0,0,2,5,False,False,True,False
195,0,21,2015,28,7,0,3,2,0,0,0,0,0,185.5,0,1,1,135,0,0,5,5,2,5,True,False,False,False
196,0,8,2015,28,7,0,0,2,0,0,0,0,0,0.0,0,1,1,135,0,0,0,0,2,5,True,False,False,False
197,0,8,2015,28,7,0,0,2,0,0,0,0,0,0.0,0,1,1,135,0,1,0,4,2,5,False,False,True,False
198,0,0,2015,28,7,0,1,1,0,0,0,0,0,109.8,0,3,1,59,0,0,0,0,2,5,False,False,True,False
199,0,0,2015,28,7,0,1,3,0,0,0,0,0,195.0,1,0,1,135,0,0,2,2,2,5,True,False,False,False
200,0,0,2015,28,7,0,1,1,0,0,0,0,0,109.8,0,3,1,59,0,0,0,0,2,5,False,False,True,False
201,0,8,2015,28,7,0,4,3,0,0,0,2,0,193.0,0,1,1,51,0,0,7,7,2,5,False,False,True,False
202,0,66,2015,28,7,0,4,2,0,0,0,0,0,97.0,0,2,1,135,0,0,3,3,2,5,False,False,True,False
203,0,88,2015,28,7,0,4,3,0,0,0,0,0,150.0,0,1,1,169,0,1,3,4,2,5,False,False,True,False
204,0,0,2015,28,7,0,4,2,0,0,0,2,0,98.0,0,0,1,123,0,0,0,0,2,5,True,False,False,False
205,1,43,2015,28,7,0,5,2,0,0,0,0,0,91.5,0,0,1,135,0,0,0,0,2,5,False,False,True,False
206,1,88,2015,28,7,2,5,2,0,0,0,0,0,139.0,0,2,1,135,0,0,4,4,2,5,False,False,True,False
207,0,54,2015,28,7,2,5,2,0,0,0,0,0,79.5,0,0,1,76,0,0,3,3,2,5,False,False,True,False
208,1,292,2015,28,7,2,5,2,0,0,0,0,0,47.25,0,0,1,135,0,0,0,0,0,5,False,False,True,False
209,0,112,2015,28,7,4,10,2,0,0,0,0,0,126.65,0,1,1,76,0,0,3,3,0,5,False,False,True,False
210,0,68,2015,28,8,0,3,2,0,0,0,0,0,107.0,0,1,1,59,0,0,4,4,2,5,False,False,True,False
211,0,7,2015,28,8,0,4,2,0,0,0,0,0,131.0,1,2,1,135,0,0,0,0,2,5,False,False,True,False
212,0,1,2015,28,8,0,4,2,0,0,0,0,0,131.0,1,1,1,51,0,0,0,0,2,5,False,False,True,False
213,1,113,2015,28,8,0,4,2,0,0,0,0,0,123.0,0,1,1,135,0,0,0,0,2,5,False,False,True,False
214,0,5,2015,28,8,0,4,2,0,0,0,0,0,146.0,0,1,1,51,0,0,3,3,2,5,False,False,True,False
215,0,83,2015,28,8,0,4,2,0,0,0,0,0,110.7,0,1,1,135,0,0,0,0,2,5,False,False,True,False
216,1,105,2015,28,8,0,4,2,0,0,0,0,0,73.8,0,1,1,135,0,0,0,0,2,5,False,False,True,False
217,0,0,2015,28,8,0,1,1,0,0,0,0,0,61.0,0,0,1,135,0,0,0,0,2,5,False,False,True,False
218,1,1,2015,28,8,0,1,2,0,0,0,0,0,104.72,0,1,1,135,0,0,0,0,2,5,False,False,False,False
219,1,1,2015,28,8,0,1,2,0,0,0,0,0,104.72,0,1,1,135,0,0,0,0,2,5,False,False,False,False
220,0,1,2015,28,8,0,2,2,0,0,0,0,0,104.72,1,1,1,29,0,1,0,5,2,5,False,False,False,False
